# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
ko00540|g__Geobacter.s__Geobacter_lovleyi	0.8993333333	0	0.6210000000	0	0	0	0.7541333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geobacter.s__Geobacter_metallireducens	0.5823333333	0	0	0	0	0	0.7926666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2358000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	1.6080000000	0	1.1101333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Gillisia.s__Gillisia_limnaea	0	0.1046666667	0	0	0	4.2911333333	0	0	1.1512000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9868666667	0	0	0	0	1.2558666667	0	0	0	0	0	0	0	0
ko00540|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0.4804000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2882000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9773333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0	0	0	0	0	0	0	0.6755333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0.0936000000	0	0.5464000000	0	0	0	0	0	0	0.5604000000	0	3.5890000000	0	0	0	0	0	0	0	0	0	0	2.1422666667	0	0	0	0	0	0	0	0	0	0.4256000000	0	0	1.2513333333	2.0044666667	0	4.7951333333
ko00540|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0.7133333333	0	0	0	0	0	0	0	0	0	0	0.5826666667	0	0	0	0	0	0	0	0	0.5258666667	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Microcoleus.s__Microcoleus_vaginatus	0	0.6138666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0686000000	0	0	0	0
ko00540|g__Microcystis.s__Microcystis_aeruginosa	0.2392000000	0	0	0	0	0	1.5734666667	0	0	0	0	0	0.7650000000	2.7088000000	1.3606000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1688666667	0	0	0	0	0	0	0	0	0
ko00540|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8732666667
ko00540|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0.8400666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5623333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Nostoc.s__Nostoc_punctiforme	0	0	0.5691333333	0	0	0	0	0	0	0	0	0	0	0.4603333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Oscillatoria.s__Oscillatoria_acuminata	0	3.0440666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0811333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0.6078000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6503333333	0	0	0	0
ko00540|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9548000000	0	0	0	0
ko00540|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.4529333333	6.8385333333	0	0	0	0	5.5928000000	0	0	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	8.3066000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9282666667	0	2.3208000000	0	4.6774666667	0	0	0	0	0	0	0	6.2955333333	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_putida	1.1268666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2379333333	0	0	0	0	0	0	0	0	0	0	0	2.6054666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Pseudomonas.s__Pseudomonas_stutzeri	0	2.1288000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2101333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3568000000	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4954000000	0	2.8850666667	0	0	0	0	0
ko00540|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4178000000	0	4.1025333333	0	0	0	0	0
ko00540|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1945333333	0.4794000000	0	0
ko00540|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6680666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.2777333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884000000	0	0
ko00540|g__Rhodonellum.s__Rhodonellum_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0.1304666667	0	0.8000000000	0	0.9758000000	0	0.0503333333	0	0.3909333333	0.7110000000	0.4694666667	0	0.3357333333	0.0822000000	0.5462000000	0.7922666667	1.2447333333	0	0	0	0	0.9024000000	0.4563333333	1.4344000000	1.1213333333	0	2.2030000000	0	0	0	1.0154000000	0.3284666667	0	0.8558666667	0.5617333333	0	1.2984000000	0	0.6470000000	0.6174666667	0.4510000000	0.6698666667	1.1486000000
ko00540|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9461333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sorangium.s__Sorangium_cellulosum	0	0.7062000000	0	0	2.1096666667	0	0.3810666667	0	0.0891333333	0.1412666667	0	0	0	0	0	0	0	0	0	0	0	0	0.2824666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5650000000	0.4286000000	0	0
ko00540|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1074000000	2.1474666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	2.5281333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7448666667	4.7314000000	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6669333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8630000000	0.3067333333	2.4536666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Thauera.s__Thauera_aminoaromatica	2.0480666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Thauera.s__Thauera_phenylacetica	4.5865333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|g__Thiobacillus.s__Thiobacillus_denitrificans	5.6400666667	81.8241333333	0	0	0	1.1324666667	0	1.5521333333	2.8028666667	0	0	0	8.7091333333	0	1.5926000000	3.9580000000	5.5860666667	2.5574000000	0.3752000000	0	0	2.5394666667	0	0	0	0	0	2.4911333333	0	26.7678666667	4.2323333333	0	26.0480666667	7.3422666667	25.5808666667	26.4436000000	1.8872000000	8.8363333333	0.7682666667	0	0	0	0
ko00540|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	4.7943333333	0	0	5.2282666667	8.5946000000	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2606000000	0	0	0	0	0	0	0	0	0	0	0	0
ko00540|unclassified	1448.0388000000	1826.0880666667	813.3261333333	929.1924000000	1394.2904000000	843.6588000000	1145.9445333333	942.5150666667	1002.0022000000	897.4481333333	1165.4321333333	956.6918666667	1338.3730000000	1109.8164000000	1294.8606000000	1889.2648000000	1619.8031333333	1255.5700666667	1355.2700000000	985.0151333333	1161.2363333333	2978.4370666667	832.0810000000	971.8768000000	1216.0847333333	939.8444666667	1082.1769333333	817.4970666667	1010.7067333333	835.2872000000	1370.7890000000	2436.8357333333	1292.6618666667	801.2037333333	1242.7190000000	831.1406666667	1103.4858000000	1434.3888000000	1273.8617333333	735.0751333333	914.4510666667	841.9338666667	977.6896000000
ko00550	1726.7093157895	3117.2030000000	1560.4763157895	1337.5693684211	3143.8798421053	1179.9064210526	1680.4698947368	1502.0983157895	1708.0155263158	1295.1427894737	1709.1414210526	1204.3091052632	1679.3414736842	1406.0496315789	1826.4167368421	2505.1841052632	2145.9760526316	1693.8536842105	1671.1156842105	1177.9588947368	1498.0650000000	3686.4130000000	1390.3403684211	1415.2768947368	1582.1151578947	1101.7942631579	1218.8492631579	1130.1234736842	1387.5638947368	1522.7865789474	2046.3548947368	3080.7452631579	1549.6743684211	1347.6552105263	1916.2818421053	1415.8641052632	1998.3439473684	1706.8753157895	2201.2629473684	1140.4837894737	1680.8377894737	1011.2499473684	1422.0076315789
ko00550|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5585263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8744210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0451052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0.3655263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6774210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1133684211	0	0	0	0	0	0	0	0	0	0.6045789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0804210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0.0870000000	0	0	0	0.1320526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3184736842	0	0	0	0	0	0
ko00550|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4664210526	7.6885263158	0	0	1.0643157895	0	0	0	0	0	0	0	0
ko00550|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0.1202631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2145263158	0	0	0	0	0	0
ko00550|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0.6277894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3668947368	7.0755263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	0.3780000000	0	0	0	0	0	0	0	6.4980000000	3.3447894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6147368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacillus.s__Bacillus_megaterium	0	0	1.5054210526	0	0.9322631579	0	1.7724736842	0	0	0	0	0	0	0.4147894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5416842105	0	0
ko00550|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2690526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0.1631052632	0	0	0	0	0	0	0	0.3066842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2520526316	0	0	0	0	0
ko00550|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2544736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0940526316	0	0	0	0	0
ko00550|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1180000000	0	0	0	0
ko00550|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5445789474
ko00550|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	3.6411578947	0	0	0	0	0	0	8.7892105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8130526316	8.3117894737	0	8.5298947368
ko00550|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0.2265789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3937368421	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6978947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0139473684	0
ko00550|g__Caulobacter.s__Caulobacter_vibrioides	0.1717368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9815263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6267894737	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6944736842	1.4449473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6921578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4244736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4572631579	0.5033684211	0.2794736842	5.5176842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1885263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8298421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	2.7482105263	0	0	0	1.6581578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Dechloromonas.s__Dechloromonas_aromatica	3.5586315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5452631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0.5675263158	0	0	0	0.6727368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0.9312631579	1.0845263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0765263158	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0.4878421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8346315789	0	0	0	0	0	0	0	0
ko00550|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.5865263158	0	0	0	0	0	10.7241578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3025263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7788421053	0	0	0	0	0	0	0	0	0	0	0	2.0592105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1864736842	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0.1103157895	0	1.1835789474	0	2.8958421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9070526316	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2665263158	4.7402631579	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6715263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	35.1110000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_lovleyi	0.6694210526	0	0.2519473684	0	0	0	0.2132105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_metallireducens	0.5688947368	0	0	0	0	0	1.3223157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1117368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	4.8172631579	0	9.5437894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1325789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3089473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0.6595263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9298947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4502631579	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1494210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6489473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00550|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7318947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
